Manuscript,Canonical Story ID,Canonical Story Title,Folio Start,Column Start,Line Start,Folio End,Column End,Line End,Miracle Number,Number of Paintings,Incipit,Macomber Incipit,Confidence Score,Notes
EMML (HMML) 1606,534,A bishop asks a man for the prayer that saved him from Satan.,38a,,,38a,,,,,,FALSE,,
EMML (HMML) 1606,535,The Stephanites in Egypt and Palestine.,156a,,,156a,,,,,,FALSE,,
EMML (HMML) 1606,603,Saint Mary heals in Bethlehem a large multitude of sick people who had sought her in the Temple.,141a,,,141a,,,,,ወእምዝ፡ ተጋብኡ፡ ብዙኃን፡ ሕዝብ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወብዙኃን፡ ድውያን፡ መጽኡ፡ ወይቤሉ፡ አይቴ፡ ሀለወት፡ ቡርክት፡ እግዝእትነ፡…. ወአውሥኡ፡ ወይቤልዎሙ፡ ኢሀለወት፡ ዝየ፡ ይእቲሰ፡ ቤተ፡ ልሔም፡ ትነብር,TRUE,High,
EMML (HMML) 1606,604,Saint Mary asks Christ to bless those who honor her and pray for her help.,162b,,,162b,,,,,,FALSE,,
EMML (HMML) 1606,605,A Christian from Bethlehem is restored to his community after being sold into slavery by the Turks and beaten and slain by his master.,178a,,,178a,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በቤተ፡ ልሔም፡ ወያፈቅራ፡ ለእግዝእትነ፡…. እንዘ፡ የሐውር፡ በሐመር፡ ምስለ፡ ንዋዩ፡ ወመጽኡ፡ ትርኵ፡ ወአኃዝዎ፡ ወወሰድዎ፡ ወሤጥዎ፡ ውስተ፡ ካልእ፡ ሀገር,TRUE,High,
EMML (HMML) 1618,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,21b,,,21b,,,,,,FALSE,,
EMML (HMML) 1618,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,27a,,,27a,,,,,,FALSE,,
EMML (HMML) 1618,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,22a,,,22a,,,,,,FALSE,,
EMML (HMML) 1618,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,53b,,,53b,,,,,,FALSE,,
EMML (HMML) 1635,388,Saint Mary brings gifts to Abba Samuˀel of Wali.,61b,,,61b,,,,,,FALSE,,
EMML (HMML) 1635,435,The Annunciation.,23a,,,23b,,,,,,FALSE,,
EMML (HMML) 1635,557,"A Muslim herder starts to build a shrine to Saint Mary on good land; when he dies, she saves his soul from the angels of darkness.",60b,,,60b,,,,,ወሀሎ፡ አሐዱ፡ አረማዊ፡ ኖላዌ፡ አልሕምት፡ ወሶበ፡ ወፈረ፡ ወሖረ፡ ውስተ፡ ገዳም፡ ምስለ፡ አልሕምት፡ ወረከበ፡ ምድረ፡ ሠናየ፡ ዘያስተፌሥሕ፡ ልበ፡ ሰብእ፡ ወይቤ፡ ምስጋዶሙ፡ ለክርስቲያን፡ በውእቱ፡ መካን፡ ይሤኒ,TRUE,High,
EMML (HMML) 168,478,The dogs of the hunter praise Saint Mary.,61b,,,61b,,,,,,FALSE,,
EMML (HMML) 168,588,A Christian retainer escapes unharmed when his king is defeated by the Muslims.,55a,,,55a,,,,,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ዘእምወዓልያኒሁ፡ ለንጉሥ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወያነብብ፡ ውዳሴያቲሃ፡ ወዕበያቲሃ፡ ኵሎ፡ አሚረ፡ ወይትመሐፀን፡ ባቲ። ወበአሐዱ፡ እምመዋዕል፡ ሖረ፡ ምስለ፡ ንጉሥ፡ ውስተ፡ ሰብእ፡ ወውስተ፡ ብሔረ፡ አረሚ,TRUE,High,
EMML (HMML) 168,589,The woman who was crossing a river on a raft [mezlal].,56a,,,56a,,,,,ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ብእሲት፡ ዘታፈቅራ፡ ለእግዝእትነ፡…. ወትትመሐፀን፡ ኀቤሃ፡ ወታነብብ፡ ሰላመ፡ መልአክ፡ ረሰያ፡ ልማዳ፡ ከመ፡ ትትባላሕ፡ እምመናግንተ፡ ሰይጣን፡ በኅቡዕ፡ ወበገሃድ,TRUE,High,
EMML (HMML) 1692,13,"The election of Patriarch Matthew I ,",9r,,,9r,,,,,,FALSE,,
EMML (HMML) 1692,30,The Nativity; the adoration of the shepherds and the Magi.,118v,,,118v,,,,,,FALSE,,
EMML (HMML) 1692,32,Saint Mary makes a covenant with King Dawit of Ethiopia.,122a,,,122a,,,,,,FALSE,,
EMML (HMML) 1692,46,The priest Thomas sees Saint Mary inscribing the names of those who praise her on the fiery chariot of gold.,104a,,,104a,,,,,,FALSE,,
EMML (HMML) 1692,98,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",36b,,,36b,,,,,,FALSE,,
EMML (HMML) 1692,100,The arrival of the Holy Family in Sāmǝnon.,52b,,,52b,,,,,,FALSE,,
EMML (HMML) 1692,101,The arrival of the Holy Family in Sāmǝnon.,54a,,,54a,,,,,,FALSE,,
EMML (HMML) 1692,106,The arrival of the Holy Family in Sāmǝnon.,107a,,,107a,,,,,,FALSE,,
EMML (HMML) 1692,112,The arrival of the Holy Family in Sāmǝnon.,38b,,,38b,,,,,,FALSE,,
EMML (HMML) 1692,113,The arrival of the Holy Family in Sāmǝnon.,38b,,,38b,,,,,,FALSE,,
EMML (HMML) 1692,125,The story of the cannibal from Qemer.,112b,,,112b,,,,,,FALSE,,
EMML (HMML) 1692,126,The man who was possessed by a spirit of epilepsy [nagargar] for 47 years.,51b,,,51b,,,,,,FALSE,,
EMML (HMML) 1692,134,The nominal Christian from Sidon who encountered a dragon.,12a,,,12a,,,,,,FALSE,,
EMML (HMML) 1692,135,The sinful deacon who was healed by a drop of Saint Mary's milk.,13a,,,13a,,,,,,FALSE,,
EMML (HMML) 1692,136,The brigand whom the king's soldiers could not kill.,15b,,,15b,,,,,,FALSE,,
EMML (HMML) 1692,137,The Emperor of Rome who erected an altar in his palace.,17a,,,17a,,,,,,FALSE,,
EMML (HMML) 1692,138,"Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.",19a,,,19a,,,,,,FALSE,,
EMML (HMML) 1692,139,The repentant knight who could pray only the Hail Mary.,20b,,,20b,,,,,,FALSE,,
EMML (HMML) 1692,140,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,21b,,,21b,,,,,,FALSE,,
EMML (HMML) 1692,141-A,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,22b,,,22b,,,,,,FALSE,,
EMML (HMML) 1692,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",24a,,,24a,,,,,,FALSE,,
EMML (HMML) 1692,143,"Alexander, a Jew from Jerusalem, is delivered three days after he was swallowed up by a dragon.",25a,,,25a,,,,,,FALSE,,
EMML (HMML) 1692,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,26b,,,26b,,,,,,FALSE,,
EMML (HMML) 1692,145,The priest who could only say the Mass of the Virgin Mary.,28b,,,28b,,,,,,FALSE,,
EMML (HMML) 1692,147,The Jewish boy who received Holy Communion with his Christian companions.,34a,,,34a,,,,,,FALSE,,
EMML (HMML) 1692,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),50a,,,50a,,,,,,FALSE,,
EMML (HMML) 1692,150,The divorced wife who prayed for revenge against her rival.,87b,,,87b,,,,,,FALSE,,
EMML (HMML) 1692,151,The woman from Rome whose daughter rose up on the anniversary of her death.,90a,,,90a,,,,,,FALSE,,
EMML (HMML) 1692,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,35b,,,35b,,,,,,FALSE,,
EMML (HMML) 1692,156,The young novice whom Saint Mary encouraged to persevere in his vocation,98a,,,98a,,,,,,FALSE,,
EMML (HMML) 1692,158,The prioress who became pregnant after sinning with a servant.,92a,,,92a,,,,,,FALSE,,
EMML (HMML) 1692,159,"A nun sacristan elopes with a priest, but afterwards they repent.",95b,,,95b,,,,,,FALSE,,
EMML (HMML) 1692,160,The bee keeper who consulted a sorceress to have more honey.,42a,,,42a,,,,,,FALSE,,
EMML (HMML) 1692,166,"The prudent monk who suspected that the food that the monks were eating was harmful, but then saw Saint Mary making it tasty for them.",45b,,,45b,,,,,,FALSE,,
EMML (HMML) 1692,168,The noblewoman who was persuaded by her spiritual father to give away her fine clothes.,48a,,,48a,,,,,,FALSE,,
EMML (HMML) 1692,169,The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.,78b,,,78b,,,,,,FALSE,,
EMML (HMML) 1692,170,Saint Mary saves from a lion a pious monk who had drunk too much wine.,46b,,,46b,,,,,,FALSE,,
EMML (HMML) 1692,172,The merchant who distributed as alms the money that had been loaned him by a friend.,43a,,,43a,,,,,,FALSE,,
EMML (HMML) 1692,175,"Pachomius, the avaricious patriarch of Rome, who sold the chrism of the church.",108b,,,108b,,,,,,FALSE,,
EMML (HMML) 1692,177,The nun who was dissuaded from eloping with a knight by a vision of Hell.,115b,,,115b,,,,,,FALSE,,
EMML (HMML) 1692,180,The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.,59a,,,59a,,,,,,FALSE,,
EMML (HMML) 1692,181,The monk custodian of the church who prayed to see Saint Mary.,62a,,,62a,,,,,,FALSE,,
EMML (HMML) 1692,182,The bankrupt merchant to whom Satan offered two pearls if he would deny Christ and Saint Mary.,65a,,,65a,,,,,,FALSE,,
EMML (HMML) 1692,183,A herdsman saves his beasts in a storm by praying to Saint Mary.,68a,,,68a,,,,,,FALSE,,
EMML (HMML) 1692,187,The peasant who complained to Saint Mary because she did not reply to his Hail Mary.,71a,,,71a,,,,,,FALSE,,
EMML (HMML) 1692,189,The mighty Goliath threatens to destroy the monastery of Saint Mary.,72a,,,72a,,,,,,FALSE,,
EMML (HMML) 1692,191,The only son of a king who dedicated himself to Saint Mary.,74b,,,74b,,,,,,FALSE,,
EMML (HMML) 1692,196,The hypocritical superior of a monastery who pretended to be religious.,40a,,,40a,,,,,,FALSE,,
EMML (HMML) 1692,198,The woman from Rome who killed the baby she bore after sleeping with her son,55a,,,55a,,,,,,FALSE,,
EMML (HMML) 1692,200,The young man who offered the ring he had received from his girl friend to the icon of Saint Mary.,101a,,,101a,,,,,,FALSE,,
EMML (HMML) 1692,201,A ship that was about to founder is saved when they pray to Saint Mary.,83b,,,83b,,,,,,FALSE,,
EMML (HMML) 1692,202,The Jew who attacked the icon of Saint Mary when he failed to obtain by litigation someone else's property.,41a,,,41a,,,,,,FALSE,,
EMML (HMML) 1692,204,The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.,57b,,,57b,,,,,,FALSE,,
EMML (HMML) 1692,205,"The nun who used to pray for the dead, but lost her virginity and died before completing her penance.",85a,,,85a,,,,,,FALSE,,
EMML (HMML) 1692,206,The nun whom Saint Mary admonished to recite the Hail Mary more attentively.,86b,,,86b,,,,,,FALSE,,
EMML (HMML) 1692,236,Saint Mary gives a thirsty dog water to drink from her shoe.,117b,,,117b,,,,,,FALSE,,
EMML (HMML) 1692,328,The pious abbot who was falsely accused by his monks of sinning with a woman.,105a,,,105a,,,,,,FALSE,,
EMML (HMML) 1692,403,Saint Mary appears to a monk and saves him from being deceived by Satan.,127b,,,127b,,,,,,FALSE,,
EMML (HMML) 1692,416,The fisherman who was eaten up by a dragon but was found alive when the dragon's belly was cut open.,106a,,,106a,,,,,,FALSE,,
EMML (HMML) 1692,417,A sinner is saved from damnation because he had built a shrine in the name of Saint Mary.,125b,,,125b,,,,,,FALSE,,
EMML (HMML) 1692,418,A soldier redeems the Child Jesus from another soldier who was thinking of handing him over to King Herod.,126b,,,126b,,,,,,FALSE,,
EMML (HMML) 1788,412,A child and his mother see the icon of Saint Mary weeping for the sins of the world.,37b,,,37b,,,,,,FALSE,,
EMML (HMML) 1799,315,Saint Mary stays in the Temple.,25b,,,25b,,,,,,FALSE,,
EMML (HMML) 1799,316-A,The conception and nativity of Saint Mary.,19a,,,19a,,,,,,FALSE,,
EMML (HMML) 1799,316-C,The birth of Saint Mary on the first of Genbot.,22b,,,22b,,,,,ንግባእኬ፡ ሀበ፡ ጥንተ፡ ነገር። ወሶበ፡ ተፈጸመ፡ መዋዕለ፡ ፅንሳ፡ ወለደት፡ ወለተ፡ አመ፡ ፩፡ ለግንቦት፡ እንዘ፡ ትበርህ፡ እምነ፡ ፀሐይ,TRUE,High,
EMML (HMML) 1874,421,Saint Mary stops a pestilence.,43b,,,43b,,,,,,FALSE,,
EMML (HMML) 1874,434,"An unbaptized Jewess attempts to enter the house of Saint Mary, who prevents her and tells her to seek baptism.",79a,,,79a,,,,,,FALSE,,
EMML (HMML) 1874,444,Saint Mary helps a poor man become wealthy.,134a,,,134a,,,,,,FALSE,,
EMML (HMML) 1874,453,Saint Mary heals the wounds of Ermeyis of Sidon with a drop of her milk.,144a,,,144a,,,,,,FALSE,,
EMML (HMML) 1874,456,"The temptations that Akroseya, the wife of Qawestos, overcame.",141b,,,141b,,,,,,FALSE,,
EMML (HMML) 1874,521,Saint Mary prays to Christ on the 16th of Yakkatit.,146b,,,146b,,,,,አመ፡ ፲ወ፮፡ ለወርኃ፡ የካቲት፡ እንዘ፡ ትጼሊ፡ እግዝእትነ፡ ማርያም፡ ውስተ፡ መቃብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ መጽአ፡ ኀቤሃ፡ እግዚእነ፡ ወይቤለ፡ ሰላም፡ ለኪ፡ ኦእምየ፡ ምንተ፡ ተኃሥሢ,TRUE,High,
EMML (HMML) 1874,522,The people of Febor sacrifice pigs at the gate of their city so as to prevent the Holy Family from entering; they themselves are changed into pigs.,147b,,,147b,,,,,ስምዑ፡ ኵልክሙ፡ ፍቁራኒሃ፡ ለእግዝእትነ፡…. ዘገብረት፡ ተአምረ፡ በጊዜ፡ ልደታ። ሶበ፡ በጽሐት፡ ሀገረ፡ ፌቦር፡ ርእይዋ፡ እምርኁቅ፡ እነ፡ ትመጽእ፡ ኀቤሆሙ፡ ተባሀሉ፡ በበይናቲሆሙ፡ ዛቲኬ፡ ብእሲት፡ እንተ፡ ሰማዕነ፡ በእንቲአሃ፡ ትሤርያ፡ ለኵላ፡ ሀገር,TRUE,High,
EMML (HMML) 1874,523,Emperor Zärˀa Yaˁəqob kills Badlay and dimembers his body.,148b,,,148b,,,,,ስምዑ፡ ዘገብረት፡ ሎቱ፡ ኃይለ፡ ወተአምረ፡ ለንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ወበጸጋ፡ እግዚአብሔር፡ ዘተሰምየ፡ ቍስጠንጢኖስ፡ ወለኵሉ፡ አበዊሁ፡ ወአኃዊሁ፡ እለ፡ ነግሡ፡ እምቅድሜሁ፡ ገብረት፡ ኃይለ፡ ተአምር፡ በእንተ፡ ኪዳና፡ ዘአልቦ፡ ኍልቍ፡ ቀተሎ፡ ለንጉሠ፡ ሰብአ፡ አደል፡ ዘስሙ፡ በድላይ,TRUE,High,
EMML (HMML) 1874,524,Emperor Zärˀa Yaˁəqob writes the Book of the Miracles of Mary.,148b,,,148b,,,,,ወእምቅድመ፡ ይሑር፡ ውስተ፡ ፀብዕ፡ ንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ቅቡዕ፡ ጸሐፈ፡ መጽሐፈ፡ ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ወአዘዘ፡ ለኵሎሙ፡ ሰብአ፡ መንግሥቱ፡ ያክብርዋ፡ በበዓለ፡ ኪዳና,TRUE,High,
EMML (HMML) 1874,525,"Emperor Zärˀa Yaˁəqob, returning victorious, builds a church in the name of Saint Mary and commands the observance of her feast.",149a,,,149a,,,,,ወእምዝ፡ አቲዎ፡ እምፀብዕ፡ ዘርአ፡ ያዕቆብ፡ በፍሥሐ፡ ወበሐሤት፡ ምስለ፡ ብዙኅ፡ ዕልገቱ፡ ወሰከ፡ አክብሮታ፡ ወአፍቅሮታ፡ ለእግዝእትነ፡ ማርያም,TRUE,High,
EMML (HMML) 1874,526,Emperor Zärˀa Yaˁəqob composes chants in honor of Saint Mary.,149a,,,149a,,,,,ወበእንተዝ፡ ሰብሓ፡ ለእግዝእትነ፡ ማርያም፡ ዘርአ፡ ያዕቆብ፡ ወአልዓላ፡ አድመፀ፡ ማኅሌተ፡ ቅኔ፡ በበዓላ,TRUE,High,
EMML (HMML) 1874,527,Emperor Zärˀa Yaˁəqob establishes the cult of the Trinity throughout his empire.,149b,,,149b,,,,,ወካዕበ፡ ገብረት፡ ሎቱ፡ ለዘርአ፡ ያዕቆብ፡ ተአምረ፡ ወመድምመ፡ እግዝእትነ፡ ማርያም፡ በእንተ፡ ኪዳና፡ ዳግመ፡ በፍቅረ፡ ዚአሃ፡ ወቆመ፡ ወአቅነተቶ፡ ኃይለ፡ ከመ፡ ኢይኩን፡ ድኩመ,TRUE,High,
EMML (HMML) 1874,528,Saint Mary helps Emperor Na'od humble the Jews.,150a,,,150a,,,,,ወካዕበ፡ ስምዑ፡ አኃዊነ፡ ዘኮነ፡ በመዋዕሊነ፡ ሶበ፡ አንሥኦ፡ ፀረ፡ ሰይጣን፡ ከመ፡ ይፅባዕ፡ ቅዱሳነ,TRUE,High,
EMML (HMML) 1874,529,Saint Mary assists the emperors of Ethiopia.,150b,,,150b,,,,,ለነገሥትኒ፡ እለ፡ ነግሡ፡ በአፍቅሮታ፡ ወጳጳሳትኒ፡ እለ፡ ሰበኩ፡ ነገረ፡ ኪዳና,TRUE,High,
EMML (HMML) 1931,211,Saint Mary incenses Thecla (continuation of the preceding).,63b,,,63b,,,,,,FALSE,,
EMML (HMML) 1931,420,The man who accepted fine clothes as a bribe for future favors.,67b,,,67b,,,,,,FALSE,,
EMML (HMML) 1931,422,A plague in a monastery is halted at the prayer of a monk.,69b,,,69b,,,,,,FALSE,,
EMML (HMML) 1931,424,The priest from Cyprus who brought a particle of the Eucharist to a Jew.,105a,,,105a,,,,,,FALSE,,
EMML (HMML) 1931,426,A child whom his mother had vowed to Saint Mary is rescued from drowning.,107b,,,107b,,,,,,FALSE,,
EMML (HMML) 1946,4,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",97r,,,97r,,,,,,FALSE,,
EMML (HMML) 1946,207,The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.,90a,,,90a,,,,,,FALSE,,
EMML (HMML) 1960,4,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",3r,,,3r,,,,,,FALSE,,
EMML (HMML) 1960,4,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",6r,,,6r,,,,,,FALSE,,
EMML (HMML) 1960,98,"When the Holy Family encounters brigands during their return journey from Egypt, Christ repairs the broken sword of Tetos.",1a,,,1a,,,,,,FALSE,,
EMML (HMML) 1960,100,The arrival of the Holy Family in Sāmǝnon.,2a,,,2a,,,,,,FALSE,,
EMML (HMML) 1960,101,The arrival of the Holy Family in Sāmǝnon.,2a,,,2a,,,,,,FALSE,,
EMML (HMML) 1960,153,The young man who used to bring roses to the icon of Saint Mary.,5a,,,5a,,,,,,FALSE,,
EMML (HMML) 1960,191,The only son of a king who dedicated himself to Saint Mary.,4a,,,4a,,,,,,FALSE,,
EMML (HMML) 1965,438,The woman whose baby daughter was carried off by a hyena.,20b,,,20b,,,,,,FALSE,,
EMML (HMML) 1965,465,"A dragon that had swallowed up Efrem, a monk of Däbrä Timona, is compelled to vomit him up alive ten days later.",21b,,,21b,,,,,,FALSE,,
EMML (HMML) 1965,474,Bishop Hildephonsus sees the icon of Saint Mary sweating; she asks him to raise a girl from the dead.,12b,,,12b,,,,,,FALSE,,
EMML (HMML) 1965,476,An official who used to rob the poor is converted when a monk reveals that Satan was acting as his counsellor.,24a,,,24a,,,,,,FALSE,,
EMML (HMML) 1965,477,The three monks who attempted to say Mass in a mosque.,20a,,,20a,,,,,,FALSE,,
EMML (HMML) 1965,506,"Sara from Mesot, who became insane and went about naked.",19b,,,19b,,,,,,FALSE,,
EMML (HMML) 1965,531,Saint Mary comes to a church in the form of a white dove to heal from smallpox a man whose only good work was celebrating her commemoration.,18a,,,18a,,,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወይገብር፡ ተዝካራ፡ ለእግዝእትነ፡ ወካልዕሰ፡ አልቦቱ፡ ምግባረ፡ ሠናይ፡ ዘእንበለ፡ አሚነ፡ ወልዳ። ወአሐዞ፡ ሕማመ፡ ፈጸንት፡ ለውእቱ፡ ብእሲ፡ ወአጽዓቆ፡ ወቀርበ፡ ለመዊት,TRUE,High,
EMML (HMML) 1978,421,Saint Mary stops a pestilence.,43a,,,43a,,,,,,FALSE,,
EMML (HMML) 1978,434,"An unbaptized Jewess attempts to enter the house of Saint Mary, who prevents her and tells her to seek baptism.",85b,,,85b,,,,,,FALSE,,
EMML (HMML) 1978,444,Saint Mary helps a poor man become wealthy.,156b,,,156b,,,,,,FALSE,,
EMML (HMML) 2023,429,A thief is hanged upside down with the objects he stole from the church of Saint Mary in Sebkahad.,106a,,,106a,,,,,,FALSE,,
EMML (HMML) 2044,296,The Jews plot to kill Saint Mary because of the miracles she was working while still in the womb of Saint Anne.,5a,,,5a,,,,,,FALSE,,
EMML (HMML) 2044,297,The Annunciation.,5b,,,5b,,,,,,FALSE,,
EMML (HMML) 2044,298,Saint Mary leaves the Temple and enters the home of Saint Joseph.,6a,,,6a,,,,,,FALSE,,
EMML (HMML) 2044,299,The Nativity; the adoration of the shepherds and the Magi.,7a,,,7a,,,,,,FALSE,,
EMML (HMML) 2044,300,The Circumcision.,7b,,,7b,,,,,,FALSE,,
EMML (HMML) 2044,301,Herod orders the slaughter of the Innocents; a hunter with his dogs finds the Holy Family in flight from the king.,8b,,,8b,,,,,,FALSE,,
EMML (HMML) 2044,303,Saint Gabriel tells Saint Mary to return from the mountains of Lebanon to Bethlehem.,16b,,,16b,,,,,,FALSE,,
EMML (HMML) 2044,304,An angel tells Saint Joseph to take Saint Mary and her child to Egypt.,18a,,,18a,,,,,,FALSE,,
